EntityID,Entidad,DxSindromatico
2739,MUNDIAL DE SEGUROS,FRACTURAS MULTIPLES
2771,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,FRACTURAS MULTIPLES
2814,ASMET SALUD CONTRIBUTIVO,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2873,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
2876,UNION TEMPORAL TOLIHUILA,"ALERGIA, CONGESTION NASAL, ESTORNUDOS"
2898,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,TRAUMA PENETRANTE
2907,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,ENVENENAMIENTO ACCIDENTAL
11,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR ABDOMINAL CON DIARREA Y DHT
24,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL
128,NUEVA EPS,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
195,PARTICULARES,DOLOR ABDOMINAL CONSTANTE
254,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,SINDROME FEBRIL
262,ASMET SALUD CONTRIBUTIVO,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
304,NUEVA EPS,INFECCION ASINTOMATICA POR VIH
324,UNION TEMPORAL TOLIHUILA,CELULITIS DE SITIO NO ESPECIFICADO
440,LIBERTY SEGUROS S.A.,DOLOR ABDOMINAL CONSTANTE
533,NUEVA EPS,TRASTORNO MENTAL
602,NUEVA EPS,DISNEA PACIENTE ANSIOSA
692,EMSSANAR E.P.S S.A.S,CONJUNTIVITIS
747,MALLAMAS EPS,DOLOR OCULAR
782,MALLAMAS EPS,CUERPO EXTRAÑO EN EL OJO
865,COMPENSAR E.P.S CONTRIBUTIVO,HIPERTENSION O HIPOTENSION LEVE
869,EPS FAMISANAR SAS,HIPERTENSION O HIPOTENSION LEVE
904,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR AGUDO
916,UNION TEMPORAL TOLIHUILA,DOLOR PRECORDIAL
919,SEGUROS LA PREVISORA,DOLOR AGUDO
1127,EPS FAMISANAR SAS,DISNEA MODERADA
1169,EPS FAMISANAR SAS,CRISIS  ASMATICAS
1205,E.P.S. SANITAS CONTRIBUTIVO.,ENFERMEDAD PULMONAR
1215,CAPITALSALUD E.P.S - S S.A.S,DISNEA MODERADA
1370,SURAMERICANA SALUD,CELULITIS DE SITIO NO ESPECIFICADO
1388,SEGUROS DEL ESTADO,ACCIDENTE DE TRANSITO
1419,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CEFALEA Y FIEBRE
1505,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1521,SEGUROS LA PREVISORA,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1530,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1561,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1640,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,DOLOR TORACICO CON LA INSPIRACION
1688,ASMET SALUD CONTRIBUTIVO,SECRECION DE PUS URETRAL
1724,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
1738,NUEVA EPS,HEMOPTISIS MODERADA
1774,MALLAMAS EPS,DOLOR ABDOMINAL EN MUJER SEXUALMENTE ACTIVA
1949,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DOLOR ABDOMINAL INTERMITENTE
1993,CAPITALSALUD E.P.S - S S.A.S,VOMITO SIN SANGRE
2075,SECRETARIA DE SALUD DPTAL DEL HUILA,SINDROME FEBRIL
2226,UNION TEMPORAL TOLIHUILA,TRAUMATISMO CRANEOENCEFALICO
2236,ASOCIACION INDIGENA DEL CAUCA AIC,TRAUMATISMO CRANEOENCEFALICO
2279,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,HERIDA DE OTRA PARTE NO ESPECIFICADA
2287,DIRECCION DE SANIDAD MILITAR,HERIDA DE OTRA PARTE NO ESPECIFICADA
2297,SECRETARIA DE SALUD DPTAL DEL HUILA,HERIDAS POR VIOLENCIA
2387,UNION TEMPORAL TOLIHUILA,TCE LEVE
2413,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,TCE MODERADO
2615,COMPENSAR E.P.S CONTRIBUTIVO,FRACTURA DE MIEMBRO SUPERIOR NIVEL NO ESPECIFICADO
2627,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,TRAUMA CON DOLOR TOLERABLE SIN COMPROMISO VASCULAR
2689,UNION TEMPORAL TOLIHUILA,TRAUMA EN CADERA CON DOLOR
2731,SERV. OCCID. DE SALUD S.O.S.,ACCIDENTE EN DOMICILIO
2769,COLMEDICA MEDICINA PREPAGADA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2852,DIRECCION DE SANIDAD MILITAR,ENVENENAMIENTO ACCIDENTAL
2856,E.P.S. SANITAS CONTRIBUTIVO.,ABUSO SEXUAL
137,CAPITALSALUD E.P.S - S S.A.S,DOLOR ABDOMINAL CON DIARREA Y DHT
145,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,CEFALEA Y FIEBRE
168,DISPENSARIO MÉDICO NIVEL II BOGOTÁ,DOLOR ABDOMINAL CONSTANTE
200,EMSSANAR E.P.S S.A.S,DOLOR ABDOMINAL CONSTANTE
228,ASMET SALUD CONTRIBUTIVO,"DISURIA, POLAQUIURIA, FIEBRE"
252,NUEVA EPS,VERTIGO SIN EMESIS
265,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DERMATITIS HERPETIFORME
317,E.P.S. SANITAS CONTRIBUTIVO.,CONTUSIONES
380,UNION TEMPORAL TOLIHUILA,DOLOR SEVERO EN MAMAS  FIEBRE
462,ASOCIACION INDIGENA DEL CAUCA AIC,DIABETES
499,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL CONSTANTE
561,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
565,PARTICULARES,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
569,NUEVA EPS,INTENTO DE SUICIDIO
612,UNION TEMPORAL TOLIHUILA,ESQUIZOFRENIA CON SINTOMAS DE ALUCINACIONES
673,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR TORACICO CON LOS MOVIMIENTOS DEL TRONCO
679,NUEVA EPS,ESPASMO MUSCULAR
725,COMPENSAR E.P.S CONTRIBUTIVO,CEFALEA
785,CAPITALSALUD E.P.S - S S.A.S,DOLOR OCULAR
821,UNION TEMPORAL TOLIHUILA,BRONQUIOLITIS
832,MALLAMAS EPS,HIPERTENSION O HIPOTENSION LEVE
886,E.P.S. SANITAS CONTRIBUTIVO.,ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION
911,ASMET SALUD CONTRIBUTIVO,INFARTO AGUDO
945,EMSSANAR E.P.S S.A.S,FALLA CARDIACA DESCONPENSADA
1006,MALLAMAS EPS,TOS CON EXPECTORACION Y FIEBRE
1008,EPS FAMISANAR SAS,TOS SECA SIN COMPROMISO GENERAL
1208,ECOPETROL,DOLOR TORACICO CON TOS Y FIEBRE
1244,CAJACOPI EPS S.A.S,CELULITIS DE SITIO NO ESPECIFICADO
1270,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR ABDOMINAL
1271,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,VOMITO SIN SANGRE
1324,ASMET SALUD CONTRIBUTIVO,EMESIS CUNCHO CAFE
1470,E.P.S. SANITAS CONTRIBUTIVO.,UÑA ENCARNADA
1529,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1570,SECRETARIA DE SALUD DPTAL DEL HUILA,CONTUSIONES
1581,CAPITALSALUD E.P.S - S S.A.S,DOLOR LUMBAR SIN SINTOMAS ASOCIADOS
1655,E.P.S. SANITAS CONTRIBUTIVO.,SINDROME NEFRITICO
1680,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,DOLOR NO ESPECIFICADO
1768,SECRETARIA DE SALUD DPTAL DEL HUILA,MASTALGIA
1850,DIRECCION DE SANIDAD MILITAR,DOLOR TORACICO CON LA INSPIRACION
1887,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR CRONICO
1906,E.P.S. SANITAS CONTRIBUTIVO.,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
1973,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR ABDOMINAL POSTQUIRURGICO
2004,CAJACOPI ARS,DOLOR ABDOMINAL
2037,E.P.S. SANITAS CONTRIBUTIVO.,RETENCION DE PLACENTA
2058,PARTICULARES,VIOLENCIA DE GENERO
2088,EMSSANAR E.P.S S.A.S,"RINORREA, DOLOR FRONTAL, FIEBRE"
2140,E.P.S. SANITAS CONTRIBUTIVO.,ALERGIA NO ESPECIFICADA
2158,MEDPLUS MEDICINA PREPAGADA,EPISODIO DE PARESIA O PLEJIA
2206,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,FALLA CARDIACA DESCONPENSADA
2230,SEGUROS LA PREVISORA,HEMATEMESIS MASIVA
2288,EMSSANAR E.P.S S.A.S,HERIDA DE OTRA PARTE NO ESPECIFICADA
2322,DIRECCION DE SANIDAD MILITAR,TCE LEVE
2338,SEGUROS DEL ESTADO,TCE LEVE
2340,SECRETARIA DE SALUD DPTAL DEL HUILA,TCE DEFICIT NEUROLOGICO GRAVE
2392,ASOCIACION INDIGENA DEL CAUCA AIC,ACCIDENTE EN DOMICILIO
2457,FIDUCIARIA CENTRAL,HERIDA DE OTRA PARTE NO ESPECIFICADA
2481,POSITIVA COMPAÑIA DE SEGUROS,TRAUMA CERRADO
2597,CAPITALSALUD E.P.S - S S.A.S,ACCIDENTE EN DOMICILIO
2659,CAPITALSALUD E.P.S - S S.A.S,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2677,SURAMERICANA SALUD,ACCIDENTE EN DOMICILIO
2735,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,FRACTURAS
2845,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,ENVENENAMIENTO ACCIDENTAL
2915,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,DOLOR AGUDO
2921,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DICTAMEN DE EMBRIAGUEZ
118,SECRETARIA DE SALUD DPTAL DEL HUILA,DOLOR ABDOMINAL CON DIARREA Y DHT
141,E.P.S. SANITAS CONTRIBUTIVO.,FIEBRE TIFOIDEA
160,E.P.S. SANITAS CONTRIBUTIVO.,SANGRADO RECTAL SIN COMPROMISO
176,NUEVA EPS,SINCOPE
298,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR CRONICO
321,ASOCIACION INDIGENA DEL CAUCA AIC,RINORREA CONGESTION NASAL
337,MALLAMAS EPS,DERMATITIS NO ESPECIFICADA
420,UNION TEMPORAL TOLIHUILA,HIPERTENSION O HIPOTENSION SEVERA
494,E.P.S. SANITAS CONTRIBUTIVO.,SINCOPE O LIPOTIMIA
500,EMSSANAR E.P.S S.A.S,MAREO
525,ASMET SALUD CONTRIBUTIVO,INSOMNIO
526,EMSSANAR E.P.S S.A.S,OTROS TRASTORNOS DE ANSIEDAD
540,UNION TEMPORAL TOLIHUILA,TRASTORNO MENTAL ORGANICO O SINTOMATICO NO ESPECIFICADO
594,E.P.S. SANITAS CONTRIBUTIVO.,INTENTO DE SUICIDIO
613,UNION TEMPORAL TOLIHUILA,DISNEA MODERADA
621,PIJAOSALUD EPS-I,EPISODIO CONVULSION
640,SANITAS PREPAGADA,CEFALEA INTENSA MIGRAÑA
729,ASOCIACION INDIGENA DEL CAUCA AIC,CUERPO EXTRAÑO EN EL OJO
739,NUEVA EPS,PERDIDA SUBITA DE VISION
759,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TOXOPLASMOSIS
809,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,OTALGIA OTORREA Y FIEBRE
850,DIRECCION DE SANIDAD MILITAR,PALPITACIONES SIN COMPROMISO GENERAL
872,UNION TEMPORAL TOLIHUILA,DOLOR TORAXICO
889,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HIPERTENSION O HIPOTENSION SEVERA
947,NUEVA EPS,INSUFICIENCIA RESPIRATORIA AGUDA
992,E.P.S. SANITAS CONTRIBUTIVO.,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
1010,NUEVA EPS,RINORREA CONGESTION NASAL
1027,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,TOS SECA MALESTAR GENERAL FIEBRE
1039,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,SINDROME FEBRIL
1173,EPS FAMISANAR SAS,DISNEA PACIENTE ANSIOSA
1200,NUEVA EPS,ABSCESO PERIMIGDALINOS
1293,COMPENSAR E.P.S CONTRIBUTIVO,ESTREÑIMIENTO
1353,SEGUROS DEL ESTADO,CELULITIS DE SITIO NO ESPECIFICADO
1405,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,CELULITIS DE SITIO NO ESPECIFICADO
1490,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,ACCIDENTE LABORAL
1577,SURAMERICANA SALUD,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1612,NUEVA EPS,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
1617,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DOLOR AGUDO
1624,SEGUROS LA PREVISORA,DOLOR MUSCULAR SIN OTROS SINTOMAS
1683,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,INFECCION VIAS URINARIAS
1769,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,MASTALGIA
1902,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DISNEA CON TIRAJES  CIANOSIS
1903,CAPITALSALUD E.P.S - S S.A.S,DOLOR TORACICO IRRADIADO A CUELLO BRAZO CO DISNEA NAUSEAS O DIAFORESIS
2036,UNION TEMPORAL SALUD SUR2,RETENCION URINARIA AGUDA
2082,ASMET SALUD CONTRIBUTIVO,SINDROME NEFRITICO
2248,SEGUROS COMERCIAL BOLIVAR SOAT,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2319,SECRETARIA DE SALUD DPTAL DEL HUILA,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2384,EPS FAMISANAR SAS,ACCIDENTE DE TRANSITO
2386,MALLAMAS EPS,TRAUMATISMO CRANEOENCEFALICO
2508,EPS SURAMERICANA S.A.,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2522,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,TRAUMA CERRADO DE MANO Y PIE
2571,DIRECCION DE SANIDAD MILITAR,FRACTURA DE HUESOS LARGOS
2591,UNION TEMPORAL TOLIHUILA,HERIDA DEL ANTEBRAZO PARTE NO ESPECIFICADA
2626,COLMENA,DOLOR NO ESPECIFICADO
2666,MEDPLUS MEDICINA PREPAGADA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2679,ASOCIACION INDIGENA DEL CAUCA AIC,AMPUTACION TRAUMATICA
2680,COMFENALCO  VALLE  SUBSIDIADO,TRAUMA EN CADERA CON DOLOR
2690,SEGUROS LA PREVISORA,HERIDA DE LA PIERNA PARTE NO ESPECIFICADA
1,ASMET SALUD CONTRIBUTIVO,DOLOR ABDOMINAL CONSTANTE
18,MALLAMAS EPS,DOLOR ABDOMINAL CON DIARREA Y DHT
46,NUEVA EPS,DOLOR ABDOMINAL SEVERO
51,SECRETARIA DE SALUD DPTAL DEL HUILA,DIARREA SIN COMPROMISO GENERAL
73,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR ABDOMINAL CONSTANTE
90,ASMET SALUD CONTRIBUTIVO,CEFALEA
227,ASMET SALUD CONTRIBUTIVO,HIPERTENSION O HIPOTENSION SEVERA
243,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DOLOR NO ESPECIFICADO
309,NUEVA EPS,CONJUNTIVITIS AGUDA NO ESPECIFICADA
333,ASOCIACION INDIGENA DEL CAUCA AIC,PRURITO NO ESPECIFICADO
352,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
358,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR TORACICO CON LA INSPIRACION
378,ASMET SALUD CONTRIBUTIVO,MASTALGIA
383,ASOCIACION INDIGENA DEL CAUCA AIC,INFECCION VIAS URINARIAS
441,NUEVA EPS,DOLOR TORACICO CON LA PALPACION
445,E.P.S. SANITAS CONTRIBUTIVO.,OTROS LUPUS ERITEMATOSOS LOCALIZADOS
453,ASMET SALUD CONTRIBUTIVO,IMPOSIBILIDAD PARA DEGLUTIR SIN DISNEA
487,ASMET SALUD CONTRIBUTIVO,DISURIA POLAQUIURIA SIN FIEBRE VOMITO
498,EPS FAMISANAR SAS,DOLOR ABDOMINAL CONSTANTE
550,E.P.S. SANITAS CONTRIBUTIVO.,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
636,EMSSANAR E.P.S S.A.S,CEFALEA INTENSA MIGRAÑA
709,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,CONJUNTIVITIS
738,ASOCIACION INDIGENA DEL CAUCA AIC,DOLOR OCULAR
827,SECRETARIA DE SALUD DPTAL DEL HUILA,MAREO
855,E.P.S. SANITAS CONTRIBUTIVO.,CUERPO EXTRAÑO EN OIDO
917,EMSSANAR E.P.S S.A.S,DOLOR TORAXICO
931,E.P.S. SANITAS CONTRIBUTIVO.,TAQUICARDIA SUPRAVENTRICULAR
1118,PIJAOSALUD EPS-I,TOS SECA MALESTAR GENERAL FIEBRE
1153,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DISNEA MODERADA
1172,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,TOS CON EXPECTORACION Y FIEBRE
1178,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,DISNEA MODERADA
1197,E.P.S. SANITAS CONTRIBUTIVO.,CUERPO EXTRAÑO EN NARIZ
1204,ASMET SALUD CONTRIBUTIVO,FALLA RESPIRATORIA
1348,NUEVA EPS,ABSCESO EN MAMA ASOCIADO CON EL PARTO
1393,EPS FAMISANAR SAS,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1452,ASOCIACION INDIGENA DEL CAUCA AIC,URTICARIA ALERGICA
1466,UNION TEMPORAL TOLIHUILA,DERMATITIS NO ESPECIFICADA
1480,ASMET SALUD CONTRIBUTIVO,ARTRALGIAS
1496,ASMET SALUD CONTRIBUTIVO,ESGUINCE
1618,AXA COLPATRIA SEGUROS S.A.,CELULITIS DE SITIO NO ESPECIFICADO
1673,CAPITALSALUD E.P.S - S S.A.S,INFECCION VIAS URINARIAS
1934,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR ABDOMINAL CONSTANTE
2205,ASMET SALUD CONTRIBUTIVO,INFECCION ASINTOMATICA POR VIH
2356,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,TRAUMA CERRADO
2480,COMPAÑIA  SURAMERICANA DE SEGUROS S.A.,TRAUMA CERRADO DE TORAX SIN COMPROMISO GENERAL
2533,EPS SURAMERICANA S.A.,HERIDA DE OTRA PARTE NO ESPECIFICADA
2640,COLMENA,TRAUMA CERRADO DE MANO Y PIE
2642,ANAS WAYUU EPS,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2653,ASMET SALUD CONTRIBUTIVO,AMPUTACION TRAUMATICA
2825,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,CUERPO EXTRAÑO EN FARINGE SIN DISNEA
2862,ASOCIACION INDIGENA DEL CAUCA AIC,ABUSO SEXUAL
66,ASMET SALUD CONTRIBUTIVO,EPISTAXIS + HTA + CEFALEA
69,EPS Y MEDICINA PREPAGADA SURAMERICANA S. A,DIARREA SIN COMPROMISO GENERAL
142,NUEVA EPS,CEFALEA
253,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,DOLOR NO ESPECIFICADO
256,UNION TEMPORAL TOLIHUILA,ARTRALGIAS  FIEBRE
260,ASMET SALUD CONTRIBUTIVO,DERMATITIS HERPETIFORME
268,NUEVA EPS,URTICARIA NO ESPECIFICADA
325,NUEVA EPS,ARDOR PARA ORINAR
341,ASMET SALUD CONTRIBUTIVO,DERMATITIS NO ESPECIFICADA
388,NUEVA EPS,TRAUMA OCULAR QUIMICO O FISICO
454,NUEVA EPS,EPISODIO DEPRESIVO
687,ASOCIACION INDIGENA DEL CAUCA AIC,CELULITIS DE SITIO NO ESPECIFICADO
740,ASMET SALUD CONTRIBUTIVO,TRAUMATISMO DEL OJO Y DE LA ORBITA
773,MALLAMAS EPS,DISMINUCION SUBITA AGUDEZA VISUAL
893,ASMET SALUD CONTRIBUTIVO,DISNEA SUBITA
914,E.P.S. SANITAS CONTRIBUTIVO.,AUSENCIA PULSO  PARO
966,ASMET SALUD CONTRIBUTIVO,HEMORRAGIA INTRACEREBRAL
1031,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,CEFALEA Y FIEBRE
1075,MALLAMAS EPS,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
1088,NUEVA EPS,DOLOR TORACICO CON LOS MOVIMIENTOS DEL TRONCO
1218,UNION TEMPORAL TOLIHUILA,FALLA RESPIRATORIA
1224,COMFENALCO  VALLE  SUBSIDIADO,CRISIS  ASMATICAS
1289,EPS FAMISANAR SAS,ESTREÑIMIENTO
1347,ASMET SALUD CONTRIBUTIVO,ABSCESO PIEL
1378,ASMET SALUD CONTRIBUTIVO,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
1434,ALIANZA MEDELLIN ANTIOQUIA EPS SAS,HERIDA DE OTRA PARTE NO ESPECIFICADA
1438,UNION TEMPORAL TOLIHUILA,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
1449,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,URTICARIAS
1484,ASMET SALUD CONTRIBUTIVO,TRAUMA CERRADO DE MANO Y PIE
1522,POSITIVA COMPAÑIA DE SEGUROS,DOLOR LUMBAR IRRADIADO Y PARESTESIAS
1596,PARTICULARES,DOLOR EN DORSO LOCALIZADO
1599,UNION TEMPORAL TOLIHUILA,DOLOR EN DORSO LOCALIZADO
1671,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,HEMATURIA
1704,UNION TEMPORAL TOLIHUILA,"DISURIA, POLAQUIURIA, FIEBRE"
1708,CAPRESOCA EPS,SINDROME FEBRIL
1712,A.R.P. SEGUROS DE VIDA AXA COLPATRIA S.A.,"DISURIA, POLAQUIURIA, FIEBRE"
1820,COMFENALCO  VALLE  SUBSIDIADO,PALPITACIONES SIN COMPROMISO GENERAL
1861,UNION TEMPORAL TOLIHUILA,DOLOR TORACICO CON LOS MOVIMIENTOS DEL TRONCO
1892,ASOCIACION MUTUAL SER EMPRESA SOLIDARIA DE SALUD EPS-S,DOLOR PRECORDIAL
1920,DIRECCION DE SANIDAD MILITAR,DOLOR ABDOMINAL EN MUJER SEXUALMENTE ACTIVA
1947,EMPRESA PROMOTORA DE SALUD ECOOPSOS EPS S.A.S,DOLOR ABDOMINAL SEVERO
1951,COMPENSAR E.P.S CONTRIBUTIVO,DOLOR ABDOMINAL SEVERO
1988,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,DISNEA SUBITA
2003,ASMET SALUD CONTRIBUTIVO,HEPATITIS
2060,UNION TEMPORAL TOLIHUILA,LESIONES POR VIOLENCIA
2167,MUNDIAL DE SEGUROS,SINCOPE O LIPOTIMIA
2175,EPS FAMISANAR SAS,SINCOPE O LIPOTIMIA
2213,UNION TEMPORAL TOLIHUILA,TRAUMA NASAL SIN DISNEA
2237,SEGUROS COMERCIAL BOLIVAR SOAT,DOLOR AGUDO
2240,SEGUROS DEL ESTADO,CONTUSIONES
2247,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,TRAUMATISMO CRANEOENCEFALICO
2299,ADRES DE LOS RECURSOS DEL SITEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,FRACTURA DE LAS COSTILLAS DEL ESTERNON Y DE LA COLUMNA TORACICA DORSAL
2321,UNION TEMPORAL TOLIHUILA,HERIDA DE LA CABEZA PARTE NO ESPECIFICADA
2336,SEGUROS DE VIDA SURAMERICANA Y ARL SURA,HERIDA DE OTRA PARTE NO ESPECIFICADA
2490,ASOCIACION INDIGENA DEL CAUCA AIC EPS-I-C3,TRAUMA GENITALES EXTERNOS HEMATOMA O LACERACION
2503,POSITIVA COMPAÑIA DE SEGUROS,ESGUINCE
2644,EMSSANAR E.P.S S.A.S,HERIDA DE LA MUÑECA Y DE LA MANO PARTE NO ESPECIFICADA
2734,MUNDIAL DE SEGUROS,FRACTURA DE MIEMBRO INFERIOR NIVEL NO ESPECIFICADO
2923,MUNICIPIO DE PITALITO,DOLOR NO ESPECIFICADO
23,MALLAMAS EPS,VOMITO SIN SANGRE
33,E.P.S. SANITAS CONTRIBUTIVO.,CEFALEA Y FIEBRE
122,ASMET SALUD CONTRIBUTIVO,DIARREA GASTROENTERITIS PRESUNTO ORIGEN INFECCIOSO
123,ASMET SALUD CONTRIBUTIVO,URTICARIA NO ESPECIFICADA
163,MALLAMAS EPS,DOLOR AGUDO
251,ASMET SALUD CONTRIBUTIVO,DERMATITIS INFECCIOSA
294,PIJAOSALUD EPS-I,DERMATITIS ALERGICA DE CONTACTO DE CAUSA NO ESPECIFICADA
326,PIJAOSALUD EPS-I,DOLOR NO ESPECIFICADO
364,E.P.S. SANITAS CONTRIBUTIVO.,ESTREÑIMIENTO
365,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,PALIDEZ CUTANEA Y FRIALDAD
461,NUEVA EPS,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
632,REGIONAL DE ASEGURAMIENTO EN SALUD N 2,CEFALEA
682,E.P.S. SANITAS CONTRIBUTIVO.,IMPOSIBILIDAD PARA DEGLUTIR SIN DISNEA
787,BATALLON DE ASPC N° 30 GUACIMALES CUCUTA,DOLOR OCULAR
798,ASOCIACION INDIGENA DEL CAUCA AIC,CEFALEA Y FIEBRE
805,SALUD TOTAL S.A E.P.S CONTRIBUTIVO,OTALGIA OTORREA Y FIEBRE
839,COOPERATIVA DE SALUD Y DESARROLLO INTEGRAL COOSALUD,VERTIGO SIN EMESIS
940,MALLAMAS EPS,FALLA CARDIACA DESCONPENSADA
962,PARTICULARES,ACCIDENTE  CEREBRO VASCULAR
983,E.P.S. SANITAS CONTRIBUTIVO.,ANEURISMA  ABDOMINAL
995,MALLAMAS EPS,ULCERA DE MIEMBRO INFERIOR NO CLASIFICADA EN OTRA PARTE
1073,COMPENSAR E.P.S CONTRIBUTIVO,CEFALEA Y FIEBRE
1081,EPS FAMISANAR SAS,"ODINOFAGIA, ADENOPATIAS Y FIEBRE"
1137,SECRETARIA DE SALUD DPTAL DEL HUILA,CRISIS  ASMATICAS
